# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2021-02-08 12:37:23 EST       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 15087700 INDIAN R AT SITKA AK
# -----------------------------------------------------------------------------------
#
# Data provided for site 15087700
#            TS   parameter     Description
#          1343       00065     Gage height, feet
#          1344       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd   site_no datetime    tz_cd   1343_00065  1343_00065_cd   1344_00060  1344_00060_cd
USGS    15087700    2019-11-28 17:45    AKST    20.99   A   74.1    A
USGS    15087700    2019-11-28 18:00    AKST    20.99   A   74.1    A
USGS    15087700    2019-11-28 18:15    AKST    20.99   A   74.1    A
USGS    15087700    2019-11-28 18:30    AKST    20.98   A   72.6    A
USGS    15087700    2019-11-28 18:45    AKST    20.99   A   74.1    A
USGS    15087700    2019-11-28 19:00    AKST    20.99   A   74.1    A
USGS    15087700    2019-11-28 19:15    AKST    20.99   A   74.1    A
USGS    15087700    2019-11-28 19:30    AKST    20.99   A   74.1    A
USGS    15087700    2019-11-28 19:45    AKST    20.98   A   72.6    A
USGS    15087700    2019-11-28 20:00    AKST    20.98   A   72.6    A
USGS    15087700    2019-11-28 20:15    AKST    20.99   A   74.1    A
USGS    15087700    2019-11-28 20:30    AKST    20.98   A   72.6    A
USGS    15087700    2019-11-28 20:45    AKST    20.98   A   72.6    A
USGS    15087700    2019-11-28 21:00    AKST    20.98   A   72.6    A
USGS    15087700    2019-11-28 21:15    AKST    20.98   A   72.6    A
USGS    15087700    2019-11-28 21:30    AKST    20.98   A   72.6    A
USGS    15087700    2019-11-28 21:45    AKST    20.98   A   72.6    A
USGS    15087700    2019-11-28 22:00    AKST    20.98   A   72.6    A
USGS    15087700    2019-11-28 22:15    AKST    20.98   A   72.6    A
USGS    15087700    2019-11-28 22:30    AKST    20.97   A   71.1    A
USGS    15087700    2019-11-28 22:45    AKST    20.97   A   71.1    A
USGS    15087700    2019-11-28 23:00    AKST    20.97   A   71.1    A
USGS    15087700    2019-11-28 23:15    AKST    20.97   A   71.1    A
USGS    15087700    2019-11-28 23:30    AKST    20.97   A   71.1    A
USGS    15087700    2019-11-28 23:45    AKST    20.97   A   71.1    A
USGS    15087700    2019-11-29 00:00    AKST    20.97   A   71.1    A
USGS    15087700    2019-11-29 00:15    AKST    20.97   A   71.1    A
USGS    15087700    2019-11-29 00:30    AKST    20.98   A   72.6    A
USGS    15087700    2019-11-29 00:45    AKST    20.97   A   71.1    A
USGS    15087700    2019-11-29 01:00    AKST    20.97   A   71.1    A
USGS    15087700    2019-11-29 01:15    AKST    20.97   A   71.1    A
USGS    15087700    2019-11-29 01:30    AKST    20.97   A   71.1    A
USGS    15087700    2019-11-29 01:45    AKST    20.97   A   71.1    A
USGS    15087700    2019-11-29 02:00    AKST    20.96   A   69.7    A
USGS    15087700    2019-11-29 02:15    AKST    20.97   A   71.1    A
USGS    15087700    2019-11-29 02:30    AKST    20.97   A   71.1    A
USGS    15087700    2019-11-29 02:45    AKST    20.97   A   71.2    A
USGS    15087700    2019-11-29 03:00    AKST    20.97   A   71.2    A
USGS    15087700    2019-11-29 03:15    AKST    20.96   A   69.7    A
USGS    15087700    2019-11-29 03:30    AKST    20.97   A   71.2    A
USGS    15087700    2019-11-29 03:45    AKST    20.96   A   69.7    A
USGS    15087700    2019-11-29 04:00    AKST    20.97   A   71.2    A
USGS    15087700    2019-11-29 04:15    AKST    20.96   A   69.7    A
USGS    15087700    2019-11-29 04:30    AKST    20.96   A   69.7    A
USGS    15087700    2019-11-29 04:45    AKST    20.96   A   69.7    A
USGS    15087700    2019-11-29 05:00    AKST    20.96   A   69.7    A
USGS    15087700    2019-11-29 05:15    AKST    20.96   A   69.7    A
USGS    15087700    2019-11-29 05:30    AKST    20.96   A   69.7    A
USGS    15087700    2019-11-29 05:45    AKST    20.96   A   69.7    A
USGS    15087700    2019-11-29 06:00    AKST    20.96   A   69.7    A
USGS    15087700    2019-11-29 06:15    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 06:30    AKST    20.96   A   69.7    A
USGS    15087700    2019-11-29 06:45    AKST    20.96   A   69.7    A
USGS    15087700    2019-11-29 07:00    AKST    20.96   A   69.7    A
USGS    15087700    2019-11-29 07:15    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 07:30    AKST    20.96   A   69.7    A
USGS    15087700    2019-11-29 07:45    AKST    20.96   A   69.7    A
USGS    15087700    2019-11-29 08:00    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 08:15    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 08:30    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 08:45    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 09:00    AKST    20.96   A   69.7    A
USGS    15087700    2019-11-29 09:15    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 09:30    AKST    20.96   A   69.7    A
USGS    15087700    2019-11-29 09:45    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 10:00    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 10:15    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 10:30    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 10:45    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 11:00    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 11:15    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 11:30    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 11:45    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 12:00    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 12:15    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 12:30    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 12:45    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 13:00    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 13:15    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 13:30    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 13:45    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 14:00    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 14:15    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 14:30    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 14:45    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 15:00    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 15:15    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 15:30    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 15:45    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 16:00    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 16:15    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 16:30    AKST    20.95   A   68.3    A
USGS    15087700    2019-11-29 16:45    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 17:00    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 17:15    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 17:30    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 17:45    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 18:00    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 18:15    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 18:30    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 18:45    AKST    20.94   A   66.9    A
USGS    15087700    2019-11-29 19:00    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 19:15    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 19:30    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 19:45    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 20:00    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 20:15    AKST    20.92   A   63.8    A
USGS    15087700    2019-11-29 20:30    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 20:45    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 21:00    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 21:15    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 21:30    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 21:45    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 22:00    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 22:15    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 22:30    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 22:45    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 23:00    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 23:15    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 23:30    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-29 23:45    AKST    20.92   A   63.8    A
USGS    15087700    2019-11-30 00:00    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-30 00:15    AKST    20.92   A   63.8    A
USGS    15087700    2019-11-30 00:30    AKST    20.93   A   65.4    A
USGS    15087700    2019-11-30 00:45    AKST    20.92   A   63.8    A
USGS    15087700    2019-11-30 01:00    AKST    20.92   A   63.8    A
USGS    15087700    2019-11-30 01:15    AKST    20.92   A   63.8    A
USGS    15087700    2019-11-30 01:30    AKST    20.92   A   63.8    A
USGS    15087700    2019-11-30 01:45    AKST    20.92   A   63.8    A
USGS    15087700    2019-11-30 02:00    AKST    20.92   A   63.8    A
USGS    15087700    2019-11-30 02:15    AKST    20.92   A   63.8    A
USGS    15087700    2019-11-30 02:30    AKST    20.92   A   63.8    A
USGS    15087700    2019-11-30 02:45    AKST    20.92   A   63.8    A
USGS    15087700    2019-11-30 03:00    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 03:15    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 03:30    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 03:45    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 04:00    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 04:15    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 04:30    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 04:45    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 05:00    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 05:15    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 05:30    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 05:45    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 06:00    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 06:15    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 06:30    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 06:45    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 07:00    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 07:15    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 07:30    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 07:45    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 08:00    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 08:15    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 08:30    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 08:45    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 09:00    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 09:15    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 09:30    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 09:45    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 10:00    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 10:15    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 10:30    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 10:45    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 11:00    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 11:15    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 11:30    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 11:45    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 12:00    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 12:15    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 12:30    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 12:45    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 13:00    AKST    20.90   A   59.2    A
USGS    15087700    2019-11-30 13:15    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 13:30    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 13:45    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 14:00    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 14:15    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 14:30    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 14:45    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 15:00    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 15:15    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 15:30    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 15:45    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 16:00    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 16:15    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 16:30    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 16:45    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 17:00    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 17:15    AKST    20.92   A   62.2    A
USGS    15087700    2019-11-30 17:30    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 17:45    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 18:00    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 18:15    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 18:30    AKST    20.91   A   60.7    A
USGS    15087700    2019-11-30 18:45    AKST    20.92   A   62.3    A
USGS    15087700    2019-11-30 19:00    AKST    20.92   A   62.3    A
USGS    15087700    2019-11-30 19:15    AKST    20.92   A   62.3    A
USGS    15087700    2019-11-30 19:30    AKST    20.92   A   62.3    A
USGS    15087700    2019-11-30 19:45    AKST    20.92   A   62.3    A
USGS    15087700    2019-11-30 20:00    AKST    20.92   A   62.3    A
USGS    15087700    2019-11-30 20:15    AKST    20.92   A   62.3    A
USGS    15087700    2019-11-30 20:30    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 20:45    AKST    20.92   A   62.3    A
USGS    15087700    2019-11-30 21:00    AKST    20.92   A   62.3    A
USGS    15087700    2019-11-30 21:15    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 21:30    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 21:45    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 22:00    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 22:15    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 22:30    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 22:45    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 23:00    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 23:15    AKST    20.93   A   63.8    A
USGS    15087700    2019-11-30 23:30    AKST    20.93   A   63.9    A
USGS    15087700    2019-11-30 23:45    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 00:00    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 00:15    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 00:30    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 00:45    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 01:00    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 01:15    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 01:30    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 01:45    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 02:00    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 02:15    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 02:30    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 02:45    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 03:00    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 03:15    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 03:30    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 03:45    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 04:00    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 04:15    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 04:30    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 04:45    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 05:00    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 05:15    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 05:30    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 05:45    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 06:00    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 06:15    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 06:30    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 06:45    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 07:00    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 07:15    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 07:30    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 07:45    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 08:00    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 08:15    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 08:30    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 08:45    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 09:00    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 09:15    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 09:30    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 09:45    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 10:00    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 10:15    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 10:30    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 10:45    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 11:00    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 11:15    AKST    20.92   A   62.3    A
USGS    15087700    2019-12-01 11:30    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 11:45    AKST    20.93   A   63.9    A
USGS    15087700    2019-12-01 12:00    AKST    20.94   A   65.5    A
USGS    15087700    2019-12-01 12:15    AKST    20.94   A   65.5    A
USGS    15087700    2019-12-01 12:30    AKST    20.94   A   65.5    A
USGS    15087700    2019-12-01 12:45    AKST    20.94   A   65.5    A
USGS    15087700    2019-12-01 13:00    AKST    20.95   A   67.0    A
USGS    15087700    2019-12-01 13:15    AKST    20.95   A   67.0    A
USGS    15087700    2019-12-01 13:30    AKST    20.96   A   68.4    A
USGS    15087700    2019-12-01 13:45    AKST    20.96   A   68.4    A
USGS    15087700    2019-12-01 14:00    AKST    20.97   A   69.8    A
USGS    15087700    2019-12-01 14:15    AKST    20.97   A   69.8    A
USGS    15087700    2019-12-01 14:30    AKST    20.98   A   71.3    A
USGS    15087700    2019-12-01 14:45    AKST    20.99   A   72.8    A
USGS    15087700    2019-12-01 15:00    AKST    21.01   A   75.8    A
USGS    15087700    2019-12-01 15:15    AKST    21.02   A   77.3    A
USGS    15087700    2019-12-01 15:30    AKST    21.02   A   77.3    A
USGS    15087700    2019-12-01 15:45    AKST    21.03   A   78.9    A
USGS    15087700    2019-12-01 16:00    AKST    21.04   A   80.4    A
USGS    15087700    2019-12-01 16:15    AKST    21.06   A   83.7    A
USGS    15087700    2019-12-01 16:30    AKST    21.07   A   85.3    A
USGS    15087700    2019-12-01 16:45    AKST    21.09   A   88.7    A
USGS    15087700    2019-12-01 17:00    AKST    21.08   A   87.0    A
USGS    15087700    2019-12-01 17:15    AKST    21.11   A   92.1    A
USGS    15087700    2019-12-01 17:30    AKST    21.11   A   92.1    A
USGS    15087700    2019-12-01 17:45    AKST    21.12   A   93.9    A
USGS    15087700    2019-12-01 18:00    AKST    21.13   A   95.7    A
USGS    15087700    2019-12-01 18:15    AKST    21.14   A   97.5    A
USGS    15087700    2019-12-01 18:30    AKST    21.15   A   99.3    A
USGS    15087700    2019-12-01 18:45    AKST    21.16   A   101 A
USGS    15087700    2019-12-01 19:00    AKST    21.16   A   101 A
USGS    15087700    2019-12-01 19:15    AKST    21.17   A   103 A
USGS    15087700    2019-12-01 19:30    AKST    21.18   A   105 A
USGS    15087700    2019-12-01 19:45    AKST    21.19   A   107 A
USGS    15087700    2019-12-01 20:00    AKST    21.19   A   107 A
USGS    15087700    2019-12-01 20:15    AKST    21.22   A   113 A
USGS    15087700    2019-12-01 20:30    AKST    21.22   A   113 A
USGS    15087700    2019-12-01 20:45    AKST    21.24   A   117 A
USGS    15087700    2019-12-01 21:00    AKST    21.27   A   123 A
USGS    15087700    2019-12-01 21:15    AKST    21.32   A   133 A
USGS    15087700    2019-12-01 21:30    AKST    21.33   A   135 A
USGS    15087700    2019-12-01 21:45    AKST    21.39   A   148 A
USGS    15087700    2019-12-01 22:00    AKST    21.43   A   157 A
USGS    15087700    2019-12-01 22:15    AKST    21.47   A   166 A
USGS    15087700    2019-12-01 22:30    AKST    21.51   A   176 A
USGS    15087700    2019-12-01 22:45    AKST    21.53   A   181 A
USGS    15087700    2019-12-01 23:00    AKST    21.57   A   191 A
USGS    15087700    2019-12-01 23:15    AKST    21.59   A   196 A
USGS    15087700    2019-12-01 23:30    AKST    21.63   A   207 A
USGS    15087700    2019-12-01 23:45    AKST    21.66   A   215 A
USGS    15087700    2019-12-02 00:00    AKST    21.72   A   233 A
USGS    15087700    2019-12-02 00:15    AKST    21.82   A   264 A
USGS    15087700    2019-12-02 00:30    AKST    21.90   A   290 A
USGS    15087700    2019-12-02 00:45    AKST    22.03   A   336 A
USGS    15087700    2019-12-02 01:00    AKST    22.07   A   351 A
USGS    15087700    2019-12-02 01:15    AKST    22.24   A   418 A
USGS    15087700    2019-12-02 01:30    AKST    22.45   A   512 A
USGS    15087700    2019-12-02 01:45    AKST    22.52   A   546 A
USGS    15087700    2019-12-02 02:00    AKST    22.62   A   598 A
USGS    15087700    2019-12-02 02:15    AKST    22.68   A   630 A
USGS    15087700    2019-12-02 02:30    AKST    22.63   A   603 A
USGS    15087700    2019-12-02 02:45    AKST    22.59   A   582 A
USGS    15087700    2019-12-02 03:00    AKST    22.66   A   619 A
USGS    15087700    2019-12-02 03:15    AKST    22.69   A   636 A
USGS    15087700    2019-12-02 03:30    AKST    22.71   A   647 A
USGS    15087700    2019-12-02 03:45    AKST    22.59   A   582 A
USGS    15087700    2019-12-02 04:00    AKST    22.65   A   614 A
USGS    15087700    2019-12-02 04:15    AKST    22.55   A   561 A
USGS    15087700    2019-12-02 04:30    AKST    22.47   A   522 A
USGS    15087700    2019-12-02 04:45    AKST    22.53   A   551 A
USGS    15087700    2019-12-02 05:00    AKST    22.51   A   541 A
USGS    15087700    2019-12-02 05:15    AKST    22.40   A   488 A
USGS    15087700    2019-12-02 05:30    AKST    22.35   A   466 A
USGS    15087700    2019-12-02 05:45    AKST    22.34   A   461 A
USGS    15087700    2019-12-02 06:00    AKST    22.31   A   448 A
USGS    15087700    2019-12-02 06:15    AKST    22.34   A   461 A
USGS    15087700    2019-12-02 06:30    AKST    22.20   A   401 A
USGS    15087700    2019-12-02 06:45    AKST    22.21   A   406 A
USGS    15087700    2019-12-02 07:00    AKST    22.19   A   397 A
USGS    15087700    2019-12-02 07:15    AKST    22.22   A   410 A
USGS    15087700    2019-12-02 07:30    AKST    22.20   A   401 A
USGS    15087700    2019-12-02 07:45    AKST    22.20   A   401 A
USGS    15087700    2019-12-02 08:00    AKST    22.18   A   393 A
USGS    15087700    2019-12-02 08:15    AKST    22.14   A   378 A
USGS    15087700    2019-12-02 08:30    AKST    22.19   A   397 A
USGS    15087700    2019-12-02 08:45    AKST    22.21   A   406 A
USGS    15087700    2019-12-02 09:00    AKST    22.21   A   406 A
USGS    15087700    2019-12-02 09:15    AKST    22.24   A   418 A
USGS    15087700    2019-12-02 09:30    AKST    22.25   A   422 A
USGS    15087700    2019-12-02 09:45    AKST    22.27   A   431 A
USGS    15087700    2019-12-02 10:00    AKST    22.26   A   426 A
USGS    15087700    2019-12-02 10:15    AKST    22.27   A   431 A
USGS    15087700    2019-12-02 10:30    AKST    22.26   A   426 A
USGS    15087700    2019-12-02 10:45    AKST    22.19   A   397 A
USGS    15087700    2019-12-02 11:00    AKST    22.17   A   389 A
USGS    15087700    2019-12-02 11:15    AKST    22.15   A   381 A
USGS    15087700    2019-12-02 11:30    AKST    22.09   A   358 A
USGS    15087700    2019-12-02 11:45    AKST    22.09   A   358 A
USGS    15087700    2019-12-02 12:00    AKST    22.05   A   343 A
USGS    15087700    2019-12-02 12:15    AKST    22.04   A   340 A
USGS    15087700    2019-12-02 12:30    AKST    22.04   A   340 A
USGS    15087700    2019-12-02 12:45    AKST    21.97   A   315 A
USGS    15087700    2019-12-02 13:00    AKST    21.95   A   308 A
USGS    15087700    2019-12-02 13:15    AKST    21.94   A   304 A
USGS    15087700    2019-12-02 13:30    AKST    21.93   A   301 A
USGS    15087700    2019-12-02 13:45    AKST    21.90   A   290 A
USGS    15087700    2019-12-02 14:00    AKST    21.86   A   277 A
USGS    15087700    2019-12-02 14:15    AKST    21.85   A   273 A
USGS    15087700    2019-12-02 14:30    AKST    21.83   A   267 A
USGS    15087700    2019-12-02 14:45    AKST    21.81   A   260 A
USGS    15087700    2019-12-02 15:00    AKST    21.79   A   254 A
USGS    15087700    2019-12-02 15:15    AKST    21.78   A   251 A
USGS    15087700    2019-12-02 15:30    AKST    21.75   A   242 A
USGS    15087700    2019-12-02 15:45    AKST    21.75   A   242 A
USGS    15087700    2019-12-02 16:00    AKST    21.71   A   230 A
USGS    15087700    2019-12-02 16:15    AKST    21.73   A   236 A
USGS    15087700    2019-12-02 16:30    AKST    21.71   A   230 A
USGS    15087700    2019-12-02 16:45    AKST    21.70   A   227 A
USGS    15087700    2019-12-02 17:00    AKST    21.67   A   218 A
USGS    15087700    2019-12-02 17:15    AKST    21.67   A   218 A
USGS    15087700    2019-12-02 17:30    AKST    21.65   A   213 A
USGS    15087700    2019-12-02 17:45    AKST    21.63   A   207 A
USGS    15087700    2019-12-02 18:00    AKST    21.61   A   202 A
USGS    15087700    2019-12-02 18:15    AKST    21.61   A   202 A
USGS    15087700    2019-12-02 18:30    AKST    21.59   A   196 A
USGS    15087700    2019-12-02 18:45    AKST    21.58   A   194 A
USGS    15087700    2019-12-02 19:00    AKST    21.61   A   202 A
